agegr,province,gndr,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023
50-54,Дундговь,1,,,,,,,,,,,,,,,,,,1270,929,1305,1160,1235,1076,902,973,1189,1449,1968,1337,955,982,1034
50-54,Өмнөговь,0,,,,,,,,,,,,,,,,,,764,1209,945,524,891,1820,1120,1312,1270,1842,2326,1428,1282,1749,968
50-54,Өмнөговь,1,,,,,,,,,,,,,,,,,,758,1170,787,651,1108,1568,1131,796,1561,1917,3608,2273,1529,1282,1203
50-54,Сэлэнгэ,0,,,,,,,,,,,,,,,,,,1786,2217,1563,2411,2229,2255,2718,2102,3419,3421,2619,2149,863,1612,1509
50-54,Сэлэнгэ,1,,,,,,,,,,,,,,,,,,1747,2259,1905,2518,2094,1263,2466,2398,2815,3474,1574,1959,1636,1472,1437
50-54,Төв,0,,,,,,,,,,,,,,,,,,2106,1980,3293,1745,2448,2489,2820,2489,3808,3592,3003,3057,1947,1143,1823
50-54,Төв,1,,,,,,,,,,,,,,,,,,1350,2191,2935,2502,2644,1796,2864,2914,3559,3013,1774,2150,2420,3240,1984
50-54,Дорнод,0,,,,,,,,,,,,,,,,,,929,1793,1488,1288,1304,1313,1750,2044,1700,2063,1228,1932,1883,1777,1147
50-54,Дорнод,1,,,,,,,,,,,,,,,,,,1064,1199,881,1228,1264,1211,1670,1149,1540,1881,892,2178,1888,1259,1677
50-54,Сүхбаатар,0,,,,,,,,,,,,,,,,,,1038,1166,1386,1127,1059,1195,1455,1149,1248,888,1841,1324,1430,784,1220
50-54,Сүхбаатар,1,,,,,,,,,,,,,,,,,,1554,899,992,978,957,1039,1259,1735,1680,1087,1408,1840,1171,1098,1367
50-54,Хэнтий,0,,,,,,,,,,,,,,,,,,1606,1314,1224,1777,1430,1928,1219,2175,1722,1645,1407,1970,1872,1144,1607
50-54,Хэнтий,1,,,,,,,,,,,,,,,,,,1550,1116,1084,1005,1224,1724,1718,1262,1316,1749,1901,1000,1510,1330,1318
50-54,Улаанбаатар,0,,,,,,,,,,,,,,,,,,15619,16884,16188,16586,18227,21325,22823,25742,28255,26691,18252,22471,21199,26883,28227
50-54,Улаанбаатар,1,,,,,,,,,,,,,,,,,,12927,14744,13857,16724,21799,22536,21094,24797,29142,28067,20176,25414,28069,30272,32621
50-54,Улаанбаатар,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26883,28227
50-54,Улаанбаатар,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30272,32621
50-54,Хан-Уул,0,,,,,,,,,,,,,,,,,,1400,1853,1304,1414,1659,2994,2984,3396,3492,3466,2517,1637,3581,4178,5180
50-54,Хан-Уул,1,,,,,,,,,,,,,,,,,,1463,1382,853,1262,2902,3214,2880,2449,5034,2953,2202,2947,3759,4547,4461
50-54,Багануур Багахангай,0,,,,,,,,,,,,,,,,,,455,212,681,515,532,254,561,471,680,459,1123,1001,923,499,791
50-54,Багануур Багахангай,1,,,,,,,,,,,,,,,,,,238,440,314,333,580,479,411,603,625,795,156,2559,914,313,506
50-54,Баянзүрх,0,,,,,,,,,,,,,,,,,,2829,4974,3989,3453,3721,4095,4774,7620,9291,5562,4613,6026,7182,5099,7069
50-54,Баянзүрх,1,,,,,,,,,,,,,,,,,,2960,4154,3275,3718,4266,4784,4170,6785,7395,8425,5380,6193,8057,9347,8407
50-54,Налайх,0,,,,,,,,,,,,,,,,,,334,342,341,581,461,436,899,715,569,599,,,,798,384
50-54,Налайх,1,,,,,,,,,,,,,,,,,,535,509,254,500,554,394,864,452,736,1040,,,,1031,494
50-54,Баянгол,0,,,,,,,,,,,,,,,,,,2868,2387,2670,2674,3777,3225,3504,3703,3079,4675,2106,2817,1634,3561,4202
50-54,Баянгол,1,,,,,,,,,,,,,,,,,,1764,2457,2894,2999,3313,3842,2877,3301,4220,3087,4400,1610,3059,3561,5087
50-54,Сүхбаатар,0,,,,,,,,,,,,,,,,,,2432,2526,2687,1949,2462,2297,2251,2570,2762,2712,1983,3072,2432,1868,3578
50-54,Сүхбаатар,1,,,,,,,,,,,,,,,,,,1699,1750,2552,2497,2881,2344,2812,2108,3270,3535,2229,3841,2555,2802,3838
50-54,Чингэлтэй,0,,,,,,,,,,,,,,,,,,1962,1785,1641,2565,1578,2195,2070,2544,2613,3098,3472,2389,3929,3569,3770
50-54,Чингэлтэй,1,,,,,,,,,,,,,,,,,,1783,1872,1155,2205,2263,2437,2508,3309,2471,3126,2830,2137,3036,2822,1927
50-54,Сонгинохайрхан,0,,,,,,,,,,,,,,,,,,3339,2805,2875,3435,4037,5829,5780,4723,5769,6120,2438,5529,1518,7311,3254
50-54,Сонгинохайрхан,1,,,,,,,,,,,,,,,,,,2485,2180,2560,3210,5040,5042,4572,5790,5391,5106,2979,6127,6690,5849,7901
55-59,country,0,,,,,,,,,,,,,,,,,,20979,22575,23840,24716,28999,29333,36169,37447,41516,46009,43432,38851,43958,44707,51718
55-59,country,1,,,,,,,,,,,,,,,,,,12809,14009,15180,19078,21849,18913,21890,24806,26994,27974,31734,33911,29996,29660,37701
55-59,Баян-Өлгий,0,,,,,,,,,,,,,,,,,,881,576,890,1093,846,912,1353,1388,1320,1488,796,240,1370,1771,2062
55-59,Баян-Өлгий,1,,,,,,,,,,,,,,,,,,690,491,787,854,319,396,647,375,1235,1068,880,430,1889,713,1078
55-59,Говь-Алтай,0,,,,,,,,,,,,,,,,,,428,439,549,647,1104,747,1075,1093,1055,1473,611,734,854,542,669
55-59,Говь-Алтай,1,,,,,,,,,,,,,,,,,,1064,163,330,589,722,671,586,825,1000,1169,251,1567,189,320,225
55-59,Завхан,0,,,,,,,,,,,,,,,,,,406,737,560,1156,1164,1209,1252,1325,1885,1618,1568,662,1360,872,1765
55-59,Завхан,1,,,,,,,,,,,,,,,,,,411,540,433,371,1077,821,872,763,1059,853,1030,658,755,647,647
55-59,Увс,0,,,,,,,,,,,,,,,,,,1009,617,904,628,601,715,1191,1233,1136,1137,1813,331,1281,449,1377
55-59,Увс,1,,,,,,,,,,,,,,,,,,606,352,562,562,628,545,1048,846,866,512,942,132,1468,513,1275
55-59,Ховд,0,,,,,,,,,,,,,,,,,,700,507,1126,878,1052,689,796,1054,1937,1699,1847,2752,2337,2301,1686
55-59,Ховд,1,,,,,,,,,,,,,,,,,,448,499,1167,565,444,667,579,595,1012,546,2080,1576,1905,1740,1663
55-59,Архангай,0,,,,,,,,,,,,,,,,,,927,1169,1478,1386,827,785,1025,1223,1327,1750,3047,2079,2037,1520,802
55-59,Архангай,1,,,,,,,,,,,,,,,,,,900,1163,949,1496,720,959,954,1356,1104,1343,2024,1032,699,1140,737
55-59,Баянхонгор,0,,,,,,,,,,,,,,,,,,1233,739,522,457,717,890,899,675,903,979,1351,462,261,723,1249
55-59,Баянхонгор,1,,,,,,,,,,,,,,,,,,534,394,421,664,711,620,678,670,737,183,1099,722,200,186,1103
55-59,Булган,0,,,,,,,,,,,,,,,,,,330,1025,1008,1067,900,909,1267,1491,2054,1447,1543,1233,739,1273,1418
55-59,Булган,1,,,,,,,,,,,,,,,,,,333,699,860,917,501,803,938,1137,937,1087,1070,1170,184,1153,1190
55-59,Орхон,0,,,,,,,,,,,,,,,,,,1015,556,456,908,1107,1420,1197,847,1535,1792,919,2042,1371,936,600
55-59,Орхон,1,,,,,,,,,,,,,,,,,,426,347,324,870,547,759,1041,517,529,380,1467,1730,280,694,958
55-59,Өвөрхангай,0,,,,,,,,,,,,,,,,,,697,1057,1381,1344,1597,1667,1925,1556,1871,2790,2292,2004,2193,2180,1422
55-59,Өвөрхангай,1,,,,,,,,,,,,,,,,,,760,603,850,1376,1049,922,1727,1396,1446,1643,2732,982,1464,910,1506
55-59,Хөвсгөл,0,,,,,,,,,,,,,,,,,,1150,1398,1284,1105,1861,1336,1660,1839,2301,2470,2686,748,3639,1807,2937
55-59,Хөвсгөл,1,,,,,,,,,,,,,,,,,,226,532,951,846,1033,749,1032,1308,1219,998,1140,1419,505,955,1878
55-59,Говьсүмбэр,0,,,,,,,,,,,,,,,,,,88,121,73,45,99,179,198,89,270,301,166,217,420,148,152
55-59,Говьсүмбэр,1,,,,,,,,,,,,,,,,,,0,46,42,0,39,22,40,42,109,73,210,91,307,99,5
55-59,Дархан-Уул,0,,,,,,,,,,,,,,,,,,465,830,602,784,631,767,1784,1404,1223,1404,1399,732,833,1787,1416
55-59,Дархан-Уул,1,,,,,,,,,,,,,,,,,,461,554,362,584,660,532,380,913,1260,1012,670,528,625,1011,771
55-59,Дорноговь,0,,,,,,,,,,,,,,,,,,820,633,455,493,636,794,1027,603,973,718,1014,1058,744,661,1254
55-59,Дорноговь,1,,,,,,,,,,,,,,,,,,588,167,358,212,494,514,394,742,841,617,1110,733,651,563,841
55-59,Дундговь,0,,,,,,,,,,,,,,,,,,642,493,347,608,955,861,782,1088,925,999,753,996,976,1037,1232
55-59,Дундговь,1,,,,,,,,,,,,,,,,,,300,225,345,533,433,521,788,563,813,1005,451,703,1044,504,642
55-59,Өмнөговь,0,,,,,,,,,,,,,,,,,,519,432,789,297,453,595,1168,793,1011,938,1729,739,1903,894,889
55-59,Өмнөговь,1,,,,,,,,,,,,,,,,,,259,368,499,118,545,351,416,762,644,386,999,684,1038,1055,740
55-59,Сэлэнгэ,0,,,,,,,,,,,,,,,,,,638,765,1297,721,1220,903,1438,1121,1589,1858,1618,1399,1205,766,973
55-59,Сэлэнгэ,1,,,,,,,,,,,,,,,,,,611,620,872,601,551,751,182,843,756,1171,1087,1529,518,1193,634
55-59,Төв,0,,,,,,,,,,,,,,,,,,686,1248,1058,1446,1406,1672,1516,2232,2537,2302,2272,2597,2108,1438,4123
55-59,Төв,1,,,,,,,,,,,,,,,,,,887,712,339,1060,1529,1389,1144,1591,2151,2856,1932,2186,1492,993,2345
55-59,Дорнод,0,,,,,,,,,,,,,,,,,,637,711,535,687,1059,459,722,1004,1117,1159,707,1370,461,1233,2657
55-59,Дорнод,1,,,,,,,,,,,,,,,,,,312,485,418,302,644,195,352,439,326,462,634,792,269,894,452
55-59,Сүхбаатар,0,,,,,,,,,,,,,,,,,,419,790,598,559,667,912,763,1190,1089,1092,1140,1219,628,894,1199
55-59,Сүхбаатар,1,,,,,,,,,,,,,,,,,,109,667,317,740,521,596,504,623,633,1100,536,381,517,606,900
55-59,Хэнтий,0,,,,,,,,,,,,,,,,,,413,418,492,750,786,919,1366,859,1355,895,1388,2232,1588,845,994
55-59,Хэнтий,1,,,,,,,,,,,,,,,,,,254,417,273,992,623,457,790,622,698,756,756,1340,925,1056,1707
55-59,Улаанбаатар,0,,,,,,,,,,,,,,,,,,6876,7314,7436,7657,9311,9993,11765,13340,12103,15700,12773,13005,15650,20630,20844
55-59,Улаанбаатар,1,,,,,,,,,,,,,,,,,,2630,3965,3721,4826,8059,5673,6798,7878,7619,8754,8634,13526,13071,12715,16400
55-59,Улаанбаатар,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20630,20844
55-59,Улаанбаатар,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12715,16400
55-59,Хан-Уул,0,,,,,,,,,,,,,,,,,,540,624,687,749,1062,1122,818,1011,811,1394,2831,982,1019,2335,3023
55-59,Хан-Уул,1,,,,,,,,,,,,,,,,,,251,188,449,466,541,613,732,983,757,1285,1730,2293,1531,1597,2302
55-59,Багануур Багахангай,0,,,,,,,,,,,,,,,,,,213,106,158,230,216,416,454,337,172,387,1520,582,762,408,563
55-59,Багануур Багахангай,1,,,,,,,,,,,,,,,,,,226,57,222,57,157,61,129,248,229,158,318,867,238,115,29
55-59,Баянзүрх,0,,,,,,,,,,,,,,,,,,1267,1982,2027,1608,1991,1543,2973,3577,2656,3794,1078,5357,4117,6288,7069
55-59,Баянзүрх,1,,,,,,,,,,,,,,,,,,385,1246,882,987,2294,1894,1003,2465,1971,1762,2614,4687,2907,3059,5541
55-59,Налайх,0,,,,,,,,,,,,,,,,,,271,53,98,238,142,335,621,180,480,583,,,,133,235
55-59,Налайх,1,,,,,,,,,,,,,,,,,,146,124,111,55,45,183,379,170,143,280,,,,133,388
55-59,Баянгол,0,,,,,,,,,,,,,,,,,,859,1029,1181,1089,1249,2178,1893,2035,2002,2387,2679,201,1426,3154,2323
55-59,Баянгол,1,,,,,,,,,,,,,,,,,,383,518,585,854,1496,653,1792,1293,1273,1688,1722,1207,2040,2238,1549
55-59,Сүхбаатар,0,,,,,,,,,,,,,,,,,,854,666,1274,1347,1185,1304,1321,1096,2058,2333,1238,1536,2301,1104,2094
55-59,Сүхбаатар,1,,,,,,,,,,,,,,,,,,372,584,699,594,1122,1079,658,890,1214,1478,495,1792,1282,509,1745
55-59,Чингэлтэй,0,,,,,,,,,,,,,,,,,,886,813,501,1033,1381,1057,1803,1546,1238,1602,1800,1508,1770,2822,1508
55-59,Чингэлтэй,1,,,,,,,,,,,,,,,,,,210,305,237,777,1210,513,949,630,564,669,129,1634,2029,1992,1592
55-59,Сонгинохайрхан,0,,,,,,,,,,,,,,,,,,1986,2041,1510,1363,2085,2038,1882,3558,2686,3220,1627,2839,4256,4386,4028
55-59,Сонгинохайрхан,1,,,,,,,,,,,,,,,,,,657,943,536,1036,1194,677,1156,1199,1468,1434,1626,1046,3045,3071,3254
60-64,country,0,,,,,,,,,,,,,,,,,,7424,8121,8414,9382,8666,7826,8470,10984,12221,10876,13909,14295,12100,17238,18008
60-64,country,1,,,,,,,,,,,,,,,,,,7065,5310,6126,6065,6665,4949,8036,8852,11827,10731,14308,12347,14200,19437,20754
60-64,Баян-Өлгий,0,,,,,,,,,,,,,,,,,,193,329,411,688,85,42,199,268,625,519,384,64,287,671,976
60-64,Баян-Өлгий,1,,,,,,,,,,,,,,,,,,424,198,144,383,0,38,105,0,362,692,227,415,380,647,726
60-64,Говь-Алтай,0,,,,,,,,,,,,,,,,,,384,107,190,163,219,398,245,386,572,601,263,207,243,36,189
60-64,Говь-Алтай,1,,,,,,,,,,,,,,,,,,537,342,162,165,147,407,255,235,520,379,317,234,115,489,464
60-64,Завхан,0,,,,,,,,,,,,,,,,,,306,320,264,317,420,324,233,208,436,369,692,377,415,840,486
60-64,Завхан,1,,,,,,,,,,,,,,,,,,185,217,142,185,261,270,327,284,535,410,653,440,552,567,1051
60-64,Увс,0,,,,,,,,,,,,,,,,,,287,205,384,413,418,250,430,185,418,194,446,168,667,459,287
60-64,Увс,1,,,,,,,,,,,,,,,,,,306,205,328,213,421,122,174,239,310,189,142,212,1443,538,895
60-64,Ховд,0,,,,,,,,,,,,,,,,,,398,174,548,189,453,286,141,102,308,355,577,198,303,1097,723
60-64,Ховд,1,,,,,,,,,,,,,,,,,,83,396,287,257,334,193,195,339,307,258,133,984,550,101,617
60-64,Архангай,0,,,,,,,,,,,,,,,,,,233,501,440,776,325,613,796,914,642,770,1400,253,191,1059,725
60-64,Архангай,1,,,,,,,,,,,,,,,,,,224,291,280,123,273,393,555,223,358,445,1066,884,288,730,764
60-64,Баянхонгор,0,,,,,,,,,,,,,,,,,,415,235,56,330,332,57,292,357,177,122,391,176,164,388,677
60-64,Баянхонгор,1,,,,,,,,,,,,,,,,,,103,196,154,394,164,162,226,155,126,61,392,437,725,468,387
60-64,Булган,0,,,,,,,,,,,,,,,,,,220,447,626,625,240,374,338,440,434,493,401,288,562,605,676
60-64,Булган,1,,,,,,,,,,,,,,,,,,99,158,291,278,192,80,375,388,442,340,288,159,501,263,639
60-64,Орхон,0,,,,,,,,,,,,,,,,,,406,127,102,123,0,290,215,0,0,126,292,297,153,98,603
60-64,Орхон,1,,,,,,,,,,,,,,,,,,188,60,266,114,0,57,319,0,193,250,296,93,684,204,26
60-64,Өвөрхангай,0,,,,,,,,,,,,,,,,,,272,264,280,669,983,472,676,727,543,724,576,908,427,562,846
60-64,Өвөрхангай,1,,,,,,,,,,,,,,,,,,916,339,354,367,539,214,755,784,690,837,282,665,499,1907,901
60-64,Хөвсгөл,0,,,,,,,,,,,,,,,,,,113,415,336,292,572,75,503,502,790,313,652,2881,257,945,1831
60-64,Хөвсгөл,1,,,,,,,,,,,,,,,,,,228,177,490,306,309,245,594,763,351,943,577,1239,544,983,3343
60-64,Говьсүмбэр,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,43,69,51,329,35,161,94,0
60-64,Говьсүмбэр,1,,,,,,,,,,,,,,,,,,0,0,42,0,0,0,0,44,45,0,203,73,105,0,0
60-64,Дархан-Уул,0,,,,,,,,,,,,,,,,,,254,285,242,172,447,181,138,535,629,78,172,135,24,166,216
60-64,Дархан-Уул,1,,,,,,,,,,,,,,,,,,0,123,122,234,238,180,0,477,653,0,479,176,245,76,624
60-64,Дорноговь,0,,,,,,,,,,,,,,,,,,0,111,246,228,253,84,221,293,321,139,176,135,479,712,479
60-64,Дорноговь,1,,,,,,,,,,,,,,,,,,714,159,49,56,322,236,264,404,627,345,326,420,979,205,347
60-64,Дундговь,0,,,,,,,,,,,,,,,,,,313,442,185,166,192,355,312,379,371,595,673,716,339,669,314
60-64,Дундговь,1,,,,,,,,,,,,,,,,,,217,112,81,359,110,136,298,407,293,522,441,821,569,943,282
60-64,Өмнөговь,0,,,,,,,,,,,,,,,,,,385,124,30,175,178,257,94,231,287,353,211,546,241,357,397
60-64,Өмнөговь,1,,,,,,,,,,,,,,,,,,256,0,183,263,39,176,171,132,380,496,199,404,942,1102,147
60-64,Сэлэнгэ,0,,,,,,,,,,,,,,,,,,877,700,874,661,255,127,219,414,478,506,546,174,238,374,285
60-64,Сэлэнгэ,1,,,,,,,,,,,,,,,,,,506,434,672,185,489,0,112,351,384,426,107,76,138,416,351
60-64,Төв,0,,,,,,,,,,,,,,,,,,638,738,491,639,991,645,772,1092,1151,1442,1135,862,1121,652,744
60-64,Төв,1,,,,,,,,,,,,,,,,,,643,517,431,599,1067,124,649,1197,1223,854,969,662,1304,723,891
60-64,Дорнод,0,,,,,,,,,,,,,,,,,,218,57,195,368,239,264,311,411,223,359,298,53,139,399,278
60-64,Дорнод,1,,,,,,,,,,,,,,,,,,224,0,266,248,307,0,211,126,176,361,258,109,65,1101,666
60-64,Сүхбаатар,0,,,,,,,,,,,,,,,,,,287,163,319,217,269,186,232,202,334,202,772,655,616,379,828
60-64,Сүхбаатар,1,,,,,,,,,,,,,,,,,,103,157,204,206,189,228,284,247,212,371,877,117,146,412,358
60-64,Хэнтий,0,,,,,,,,,,,,,,,,,,0,273,434,277,185,205,443,388,603,187,670,362,470,389,289
60-64,Хэнтий,1,,,,,,,,,,,,,,,,,,154,138,0,335,47,206,329,292,495,304,557,390,784,675,557
60-64,Улаанбаатар,0,,,,,,,,,,,,,,,,,,1225,2104,1761,1894,1610,2341,1660,2907,2810,2378,2853,4805,4603,6285,6157
60-64,Улаанбаатар,1,,,,,,,,,,,,,,,,,,955,1091,1178,795,1217,1482,1838,1765,3145,2248,5519,3337,2643,6889,6719
60-64,Улаанбаатар,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6285,6157
60-64,Улаанбаатар,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6889,6719
60-64,Хан-Уул,0,,,,,,,,,,,,,,,,,,251,141,128,140,252,443,176,396,75,469,0,1310,343,860,720
60-64,Хан-Уул,1,,,,,,,,,,,,,,,,,,0,0,0,58,335,52,181,215,158,291,1258,0,340,614,1583
60-64,Багануур Багахангай,0,,,,,,,,,,,,,,,,,,0,55,52,57,35,0,65,70,35,35,220,422,316,0,0
60-64,Багануур Багахангай,1,,,,,,,,,,,,,,,,,,0,53,0,0,30,34,63,70,0,0,0,0,0,194,33
60-64,Баянзүрх,0,,,,,,,,,,,,,,,,,,207,499,819,465,142,770,496,797,1123,473,154,1507,2056,2719,2484
60-64,Баянзүрх,1,,,,,,,,,,,,,,,,,,291,166,628,425,0,495,0,631,2195,257,615,0,1543,2549,1910
60-64,Налайх,0,,,,,,,,,,,,,,,,,,292,66,57,0,45,32,36,88,71,76,,,,0,250
60-64,Налайх,1,,,,,,,,,,,,,,,,,,146,55,0,0,0,0,138,116,37,267,,,,0,20
60-64,Баянгол,0,,,,,,,,,,,,,,,,,,179,154,237,364,188,314,195,496,365,326,765,402,816,102,663
60-64,Баянгол,1,,,,,,,,,,,,,,,,,,82,55,176,156,372,246,398,0,226,495,383,1610,0,0,775
60-64,Сүхбаатар,0,,,,,,,,,,,,,,,,,,124,677,254,155,127,278,199,443,418,450,247,512,640,0,524
60-64,Сүхбаатар,1,,,,,,,,,,,,,,,,,,0,320,123,56,65,213,233,144,0,267,496,256,0,425,1134
60-64,Чингэлтэй,0,,,,,,,,,,,,,,,,,,0,84,39,131,111,82,74,330,237,229,386,503,127,996,587
60-64,Чингэлтэй,1,,,,,,,,,,,,,,,,,,83,151,47,55,0,285,344,372,205,225,1415,126,761,913,335
60-64,Сонгинохайрхан,0,,,,,,,,,,,,,,,,,,172,428,175,582,710,422,419,287,486,320,1081,149,305,1608,930
60-64,Сонгинохайрхан,1,,,,,,,,,,,,,,,,,,353,291,204,45,415,157,481,217,324,446,1352,1345,0,2193,929
65-69,country,0,,,,,,,,,,,,,,,,,,3998,5267,3511,4594,3556,3303,2870,4350,4120,4244,6879,5310,6960,6558,7973
65-69,country,1,,,,,,,,,,,,,,,,,,2908,3032,2602,3534,2814,3565,3048,3268,4554,4096,4202,4586,4967,3948,7682
65-69,Баян-Өлгий,0,,,,,,,,,,,,,,,,,,508,377,297,393,0,84,142,46,148,54,0,0,417,303,252
65-69,Баян-Өлгий,1,,,,,,,,,,,,,,,,,,0,149,53,184,0,0,0,47,101,127,0,0,33,214,0
65-69,Говь-Алтай,0,,,,,,,,,,,,,,,,,,436,334,115,272,73,79,37,79,152,162,166,19,23,321,82
65-69,Говь-Алтай,1,,,,,,,,,,,,,,,,,,0,174,85,214,117,114,208,38,73,132,35,106,94,161,107
65-69,Завхан,0,,,,,,,,,,,,,,,,,,0,197,53,164,204,308,42,40,252,227,539,133,638,263,829
65-69,Завхан,1,,,,,,,,,,,,,,,,,,0,109,114,166,389,451,86,123,248,181,362,228,256,447,337
65-69,Увс,0,,,,,,,,,,,,,,,,,,109,261,151,153,246,79,254,326,46,300,34,52,486,259,402
65-69,Увс,1,,,,,,,,,,,,,,,,,,97,100,49,0,90,83,84,45,43,191,17,44,253,146,97
65-69,Ховд,0,,,,,,,,,,,,,,,,,,106,248,277,146,191,0,0,58,52,50,597,487,156,32,449
65-69,Ховд,1,,,,,,,,,,,,,,,,,,90,0,136,98,141,0,105,0,169,103,311,70,218,225,336
65-69,Архангай,0,,,,,,,,,,,,,,,,,,472,479,60,123,160,225,228,60,442,213,130,426,47,570,1129
65-69,Архангай,1,,,,,,,,,,,,,,,,,,100,247,56,119,333,242,171,289,280,382,43,657,119,103,506
65-69,Баянхонгор,0,,,,,,,,,,,,,,,,,,108,51,0,54,338,214,104,312,57,0,0,0,333,74,332
65-69,Баянхонгор,1,,,,,,,,,,,,,,,,,,0,0,0,57,333,160,53,198,185,0,0,23,705,0,128
65-69,Булган,0,,,,,,,,,,,,,,,,,,0,350,238,335,245,168,176,172,217,228,208,63,262,119,343
65-69,Булган,1,,,,,,,,,,,,,,,,,,107,282,174,110,166,44,0,81,127,87,352,215,350,169,167
65-69,Орхон,0,,,,,,,,,,,,,,,,,,0,47,51,117,0,117,0,0,74,0,217,96,96,0,166
65-69,Орхон,1,,,,,,,,,,,,,,,,,,235,102,0,58,49,0,0,67,69,0,0,0,128,0,13
65-69,Өвөрхангай,0,,,,,,,,,,,,,,,,,,268,336,218,0,225,294,219,213,155,224,1304,528,389,361,214
65-69,Өвөрхангай,1,,,,,,,,,,,,,,,,,,148,280,137,117,526,398,621,359,311,141,31,641,76,91,423
65-69,Хөвсгөл,0,,,,,,,,,,,,,,,,,,116,123,178,190,366,164,172,252,177,381,878,172,206,488,108
65-69,Хөвсгөл,1,,,,,,,,,,,,,,,,,,238,180,118,418,88,485,90,172,517,518,231,37,120,0,395
65-69,Говьсүмбэр,0,,,,,,,,,,,,,,,,,,88,90,94,0,0,0,0,0,22,0,34,91,17,38,0
65-69,Говьсүмбэр,1,,,,,,,,,,,,,,,,,,88,0,0,0,0,0,0,0,0,49,83,55,53,38,0
65-69,Дархан-Уул,0,,,,,,,,,,,,,,,,,,118,56,63,62,137,65,0,130,0,0,138,74,73,64,0
65-69,Дархан-Уул,1,,,,,,,,,,,,,,,,,,0,0,65,0,0,194,59,72,88,0,55,0,73,103,159
65-69,Дорноговь,0,,,,,,,,,,,,,,,,,,123,209,54,114,47,0,0,101,109,343,247,62,165,117,327
65-69,Дорноговь,1,,,,,,,,,,,,,,,,,,0,49,116,62,0,81,84,314,101,198,110,15,89,116,163
65-69,Дундговь,0,,,,,,,,,,,,,,,,,,0,0,186,198,55,54,163,207,114,220,265,170,147,165,17
65-69,Дундговь,1,,,,,,,,,,,,,,,,,,107,167,275,93,31,171,80,115,233,219,137,328,293,421,17
65-69,Өмнөговь,0,,,,,,,,,,,,,,,,,,0,239,104,113,77,86,145,238,49,0,47,48,77,961,125
65-69,Өмнөговь,1,,,,,,,,,,,,,,,,,,131,187,223,85,82,40,140,44,155,216,134,171,40,287,188
65-69,Сэлэнгэ,0,,,,,,,,,,,,,,,,,,632,387,247,119,51,0,74,70,0,136,339,135,0,78,61
65-69,Сэлэнгэ,1,,,,,,,,,,,,,,,,,,270,400,180,70,117,0,74,130,256,282,629,131,97,78,0
65-69,Төв,0,,,,,,,,,,,,,,,,,,264,263,320,751,539,531,397,458,690,560,560,359,614,413,198
65-69,Төв,1,,,,,,,,,,,,,,,,,,547,67,224,736,313,336,397,442,435,445,236,351,357,112,437
65-69,Дорнод,0,,,,,,,,,,,,,,,,,,106,60,0,115,0,0,45,0,52,117,142,0,77,328,144
65-69,Дорнод,1,,,,,,,,,,,,,,,,,,0,0,238,158,0,0,0,69,180,54,222,49,21,207,114
65-69,Сүхбаатар,0,,,,,,,,,,,,,,,,,,92,49,154,104,75,198,41,242,88,132,303,86,110,119,203
65-69,Сүхбаатар,1,,,,,,,,,,,,,,,,,,104,105,48,0,39,188,77,41,46,216,119,144,109,264,205
65-69,Хэнтий,0,,,,,,,,,,,,,,,,,,154,220,0,70,139,101,155,118,372,198,214,194,475,248,531
65-69,Хэнтий,1,,,,,,,,,,,,,,,,,,278,0,0,261,0,0,105,97,145,129,148,34,294,182,389
65-69,Улаанбаатар,0,,,,,,,,,,,,,,,,,,298,891,651,1001,388,536,476,1228,852,699,517,2115,2154,1238,2059
65-69,Улаанбаатар,1,,,,,,,,,,,,,,,,,,368,434,311,528,0,578,614,525,792,426,947,1287,1189,583,3502
65-69,Улаанбаатар,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238,2059
65-69,Улаанбаатар,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,3502
65-69,Хан-Уул,0,,,,,,,,,,,,,,,,,,0,0,133,97,93,63,156,0,232,111,0,0,0,0,288
65-69,Хан-Уул,1,,,,,,,,,,,,,,,,,,0,65,58,55,0,73,237,205,87,0,0,0,0,0,863
65-69,Багануур Багахангай,0,,,,,,,,,,,,,,,,,,0,0,56,0,0,0,64,70,31,31,106,29,0,83,0
65-69,Багануур Багахангай,1,,,,,,,,,,,,,,,,,,104,0,0,0,0,32,93,0,0,31,0,524,0,44,0
65-69,Баянзүрх,0,,,,,,,,,,,,,,,,,,111,338,105,240,0,193,0,725,153,198,154,1339,1539,340,1338
65-69,Баянзүрх,1,,,,,,,,,,,,,,,,,,0,167,181,72,0,0,178,0,127,217,154,0,857,170,1338
